Sort,Common Name,Scientific Name,Group,order,family,taxonomic notes,Canada,USA,Mexico,C America,Mig Status,Introduced,Nonbreeding only,PS-g,PS-g_s,PS-g_com,Global Pop Size, Global Pop Size# , Pop Size_US-Ca , Pop Size_US-Ca# ,PopYr,Pop Size_US-Ca_s,Pop Size_US-Ca_com,BD-g, BD area ,BD-g_s,BD-g_com,ND-g, ND area ,ND-g_s,ND-g_com,TB-c,TB-c_s,TB-c_com,CV-b,CV-b certainty,TN-c,TN-c_s,TN-c_com,CV-w,CV-w certainty,PT-c,PT-c_s,PT-c_com,LT % change,LT trend (%/yr),LT trend 90% lcl,LT trend 90% ucl,LT sig,ST % change,ST trend (%/yr),ST trend 90% lcl,ST trend 90% ucl,ST sig,ST yrs,core/extended BBS,LT CI width,N,RA,NxRA,Half-Life,CCS-b,CCS-n,CCS-max,Continental Importance,IUCN Red List 2023,Urban,Agriculture,Breeding Biome,Nonbreeding Biome,Primary Breeding Habitat,Secondary Breeding Habitat,Primary Nonbreeding Habitat,Secondary Nonbreeding Habitat
659,Fork-tailed Storm-Petrel,Hydrobates furcatus,waterbird,Procellariiformes,Hydrobatidae,Formerly placed in the genus Oceanodroma.,1,1,0,0,M,,,3,BirdLife 2015,Adult estimate assumes 2/3 of total pop. are adults.,"4,000,000","4,000,000",,,,,,2,"1,300,000",BirdLife 2015,"This species is found throughout the North Pacific, with sites ranging from the Californian coast (USA) in the east, the Alaskan coast in the north and the Kuril Islands (Russia) in the west.  BirdLife range seems to reflect only breeding islands and surrounding waters.",1,"4,543,823","Natureserve, with ocular estimate of range in W Hemishpere based on BirdLife map",,3,Hunter-Rosenberg 2003,,,,2,Hunter-Rosenberg 2003,,,,1,Kushlan et al. 2002,What is increasing trend based on -- still correct? (KVR),,,,,,,,,,,,,,,,,,9,7,9,,,,,Temperate Northern Pacific,Temperate Northern Pacific,Coasts:  Cliffs and Islands,Coasts:  Marine Waters,Oceans:  Pelagic,Coasts:  Marine Waters
662,Leach's Storm-Petrel,Hydrobates leucorhous,waterbird,Procellariiformes,Hydrobatidae,Formerly placed in the genus Oceanodroma.,1,1,1,1,M,,,2,BirdLife 2015,Adult estimate assumes 2/3 of total pop. are adults.,"13,000,000","13,000,000",,,,,,2,"1,340,000",BirdLife 2015,"Breeding colonies are confined to the northern hemisphere, from the South Kuril Islands (Japan) round to Baja California (Mexico) including the Aleutian Islands, Alaska (USA) and Canada in the Pacific, and in the north-east North America,Iceland, northern United Kingdom and Norway in the Atlantic.  bird life range area seems to reflect only breeding islands and immediate waters.",1,,NatureServe,"Natureserve data for W. Hemisphere supports score of 1, regardless of additional potential range in Old World",3,Hunter-Rosenberg 2003,,,,2,Hunter-Rosenberg 2003,,,,2,Kushlan et al. 2002,,,,,,,,,,,,,,,,,,,9,7,9,,VU,,,Nearctic,Widespread,Coasts:  Cliffs and Islands,Coasts:  Marine Waters,Oceans:  Pelagic,
663,Townsend's Storm-Petrel,Hydrobates socorroensis,waterbird,Procellariiformes,Hydrobatidae,Formerly placed in the genus Oceanodroma and considered conspecific with Hydrobates leucorhoa and H. cheimomnestes.,0,1,1,0,M,,,5,Howell et al. 2009,"The population on Islote Negro has been estimated at 4000 birds and on Islote Afuera at 3000 birds (Crossin 1974, Ainley 1983).  Howell et al. 2009. Occurrence and identification of the Leach s Storm-Petrel complex. N. American Birds. Vol. 63 num. 4","7,000","7,000",,,,,,5,,AOU Checklist 57th Suppl.,"breeds on islets off the south end of Guadalupe Island (mainly Islote Afuera and Islote Negro) and perhaps also locally on the main island, but most storm-petrels there (including the now-extinct Guadalupe StormPetrel, O. macrodactyla) have been eliminated by feral cats (Ainley 1980, Ainley 1983, Crossin 1974, Jehl and Everett 1985)",3,,Panjabi 2017,"Non-breeding scores are guestimates based on Latitudinal distribution.  The known at-sea range lies in the eastern Pacific between 35  N and 10  N (Crossin 1974), but seasonal movements are not well known (Howell et al. 2009)",4,Mexican Regional Assessment 2005,used score for NWAB breeding region,,,3,Panjabi 2017,unknown; need more input from experts,,,3,Mexican Regional Assessment 2005,used score for NWAB breeding region,,,,,,,,,,,,,,,,,,17,14,17,Red Watch List; Tipping Point,EN,,,Tropical Eastern Pacific,Tropical Eastern Pacific,Islands:  Oceanic,Coasts:  Marine Waters,Oceans:  Pelagic,
664,Ainley's Storm-Petrel,Hydrobates cheimomnestes,waterbird,Procellariiformes,Hydrobatidae,Formerly placed in the genus Oceanodroma and considered conspecific with Hydrobates leucorhoa and H. socorroensis.,0,0,1,0,M,,,5,Howell et al. 2009,The breeding population of Ainley s Storm-Petrel may not be in excess of a few thousands birds. (Howell et al. 2009. Occurrence and identification of the Leach s Storm-Petrel complex. N. American Birds. Vol. 63 num. 4),,,,,,,,5,,AOU Checklist 57th Suppl.,"breeds on three islets (Islote Negro, Islote Afuera, and Gargoyle Rock) off the southern end of Guadalupe Island, Mexico (Ainley 1980, 1983, Crossin 1974, Jehl and Everett 1985)",4,,Panjabi 2017,"Non-breeding scores are guestimates based on Latitudinal distribution.  After breeding, Ainley s Storm-Petrels appear to withdraw southward, based on limited specimen data. An adult female in worn plumage (SDNHM #29925) collected 360 kilometers southwest of Guadalupe Island on 21 May, and a juvenile in fresh plumage (SDNHM #29924) collected 550 kilometers west of Clari n Island, Mexico on 24 May (at about 18  S), both suggest a southward postbreeding dispersal, as does an adult in wing molt (with p4 shed) collected on 11 June at 4  S, 93  W (CAS #484), a location about 400 kilometers southwest of the Gal pagos Islands. A specimen completing wing molt (with p9-p10 growing) on 9 October (CAS #471), taken about 500 kilometers southsoutheast of Mexico s Revillagigedo Islands, may have been a northbound migrant.",4,Mexican Regional Assessment 2005,used score for NWAB breeding region,,,3,Panjabi 2017,unknown; need more input from experts,,,3,Mexican Regional Assessment 2005,used score for NWAB breeding region,,,,,,,,,,,,,,,,,,17,15,17,Red Watch List; Tipping Point,VU,,,Tropical Eastern Pacific,Tropical Eastern Pacific,Islands:  Oceanic,Coasts:  Marine Waters,Oceans:  Pelagic,
665,Ashy Storm-Petrel,Hydrobates homochroa,waterbird,Procellariiformes,Hydrobatidae,Formerly placed in the genus Oceanodroma. Monotypic.,0,1,1,1,M,,,5,BirdLife 2015,,"5,100","5,100",,,,,,4,"205,000",BirdLife 2015,,4,"204,773",Natureserve,,4,Hunter-Rosenberg 2003,,,,2,Hunter-Rosenberg 2003,,,,4,Kushlan et al. 2002,need more information from seabird experts (MX-NSAC),,,,,,,,,,,,,,,,,,17,15,17,Red Watch List; Tipping Point,EN,,,Pacific North America,Temperate Northern Pacific,Coasts:  Cliffs and Islands,Coasts:  Marine Waters,Coasts:  Marine Waters,
666,Band-rumped Storm-Petrel,Hydrobates castro,waterbird,Procellariiformes,Hydrobatidae,Formerly placed in the genus Oceanodroma. Monotypic.,0,1,1,1,M,,1,4,BirdLife 2015; BirdLife 2022; Shaw-22,"Shaw-22: BirdLife has published an account for the split-off Cape Verde Storm-petrel, but has not yet updated the Band-rumped Storm-Petrel account (still matches estimate accessed in 2015) accordingly, so subtracted midpoint of Cape Verde Storm-Petrel pop range (15,500-67,500) from pre-split Band-rumped Storm-Petrel estimate (150,000)","110,000","110,000",,,,,,5,,Panjabi,Shaw-22: have not calculated breeding area after Cape Verde Storm-Petrel was split off since wouldn't change the score,1,,NatureServe,Shaw-22: have not calculated non-breeding area after Cape Verde Storm-Petrel was split off since wouldn't change the score,4,Hunter-Rosenberg 2003,,,,2,Hunter-Rosenberg 2003,,,,4,Kushlan et al. 2002,,,,,,,,,,,,,,,,,,,17,11,17,Red Watch List; Tipping Point,,,,Pantropical,Pantropical,Islands:  Oceanic,,Oceans:  Pelagic,
667,Wedge-rumped Storm-Petrel,Hydrobates tethys,waterbird,Procellariiformes,Hydrobatidae,Formerly placed in the genus Oceanodroma.,0,1,1,1,M,,1,2,PIF CAW 2016,,,,,,,,,5,,Panjabi,"It breeds on the Galapagos Islands, Ecuador, and on Pescadores and San Gallan Islands, Peru. BirdLife range area is non-breeding range",1,,NatureServe,"Natureserve data for W. Hemisphere supports score of 1, regardless of additional potential range in Old World",4,Hunter-Rosenberg 2003,,,,3,Hunter-Rosenberg 2003,,,,3,Kushlan et al. 2002,,,,,,,,,,,,,,,,,,,14,9,14,Yellow Watch List,,,,Tropical Eastern Pacific,Tropical Eastern Pacific,Islands:  Oceanic,,Oceans:  Pelagic,
668,Black Storm-Petrel,Hydrobates melania,waterbird,Procellariiformes,Hydrobatidae,Formerly placed in the genus Oceanodroma. Monotypic.,0,1,1,1,M,,,3,Brad Andres 2015,Adult estimate assumes 2/3 of total pop. are adults.,"600,000","600,000",,,,,,5,,Panjabi,"This species breeds on islands off the coast of southern Calfornia (USA), the Baja Peninsula and the Gulf of California (Mexico). BirdLife range area is non-breeding range",1,,NatureServe,"Natureserve data for W. Hemisphere supports score of 1, regardless of additional potential range in Old World",4,Hunter-Rosenberg 2003,,,,3,Hunter-Rosenberg 2003,,,,4,Kushlan et al. 2002,need more information from seabird experts (MX-NSAC),,,,,,,,,,,,,,,,,,16,11,16,Yellow Watch List,,,,Temperate Northern Pacific,Temperate Northern Pacific,Coasts:  Cliffs and Islands,Coasts:  Marine Waters,Oceans:  Pelagic,Coasts:  Marine Waters
672,Least Storm-Petrel,Hydrobates microsoma,waterbird,Procellariiformes,Hydrobatidae,Formerly placed in the genus Oceanodroma. Monotypic.,0,1,1,1,M,,,3,BirdLife 2015,"hundreds of thousands, possibly millions",,,,,,,,4,"111,214",Natureserve,"now split from ainley's and townsends, but range map not yet updated in BirdLife (Panjabi 2017)",2,"2,565,465",Natureserve,,4,Hunter-Rosenberg 2003,,,,2,Hunter-Rosenberg 2003,,,,4,Kushlan et al. 2002,need more information from seabird experts (MX-NSAC),,,,,,,,,,,,,,,,,,15,11,15,Yellow Watch List,,,,Temperate Northern Pacific,Temperate Northern Pacific,Coasts:  Cliffs and Islands,Coasts:  Marine Waters,Oceans:  Pelagic,Coasts:  Marine Waters
674,Northern Fulmar,Fulmarus glacialis,waterbird,Procellariiformes,Procellariidae,,1,1,1,0,M,,,2,BirdLife 2016,"10-12 million individuals, but mentioned the same variation in estimates as BirdLife did: del Hoyo et al. (1992) - 8-32 million individuals, Brooke (2004) - 21 million individuals, BirdLife (2012) - 15-50 million individuals. BirdLife now says 15-30 million adults, so if we use 2/3 rule, that would be 22.5-45 million individuals.  Adult estimate assumes 2/3 of total pop. are adults.","14,000,000","14,000,000","2,200,000","2,200,000",2010,BNA Mallory et al. 2012,,1,"28,800,000",BirdLife 2015,,1,,NatureServe,"Natureserve data for W. Hemisphere supports score of 1, regardless of additional potential range in Old World",3,Hunter-Rosenberg 2003; PIFSC-CVS 2022,,3,M-H,3,Hunter-Rosenberg 2003; PIFSC-CVS 2022,,2,M-H,3,"CBC7019-TM,JS","Panjabi-23: BotW states ""Population at colonies in North America estimated at 1.5 - 2 million individuals, about 80% in Alaska, 20% in Canadian Arctic, and <0.01% in British Columbia, Newfoundland, and Labrador (Appendix 1)"", and suggests stable or increasing populations worldwide, including in North America (although some of this increase is likely pre-1970).  Shaw-23: given large %pop in Alaska, score of 3 is supported by Dragoo et al. 2019 finding no statewide trend from 2009-2018.",-42.12,-1.11,-3.1,0.8,,-28.88,-1.35,-5.94,2.91,,25,,3.9,,,,,9,9,9,,,,,Arctic,Temperate Northern Oceans,Coasts:  Cliffs and Islands,Coasts:  Marine Waters,Oceans:  Pelagic,
678,Trindade Petrel,Pterodroma arminjoniana,waterbird,Procellariiformes,Procellariidae,,0,1,0,0,M,,1,5,Birdlife 2017,"ranges offshore of SE USA during non-breeding; Luigi et al. (2008) have revised the previous population estimate of 15,000 individuals globally (Brooke 2004) to just 1,130 breeding pairs.","2,250","2,250",,,,,,5,,BirdLife 2017; Panjabi-17,"breeds on Trindade Islands off the coast of Esp rito Santo, Brazil.",1,,Birdlife 2017,,3,Birdlife 2017,"No major threats, but susceptible to stochastic events and human disturbance.  Introduced cats and pigs may have formerly restricted the breeding population on Trindade to inaccessible cliff sites and islets (see item 'Ecology' above) (Williams 1984, F. P. da Fonseca Neto in litt. 2000), and it is also a surface nesting species, so low altitude populations might have been eliminated by feral pigs, cats and humans from the 1700s onwards, except those in small islets surrounding the main island. Hundreds of goats (~500) and/or fire have largely removed forested habitats on the island (Murphy 1936, Olson 1981, F. P. da Fonseca Neto in litt. 2000), but the effect on breeding sites is undetermined. All feral mammals now eradicated, but house mouse Mus musculus abundant. The Brazilian Navy is possibly interested in building a small airbase on the island, which could pose threats in its construction and operation (F. P. da Fonseca Neto in litt. 2000). Experimental wind turbines and a tower for wind measurements have already been built on the island, with plans to build further wind turbines in the near future. The Martin Vaz Islands have never been inhabited and are unlikely to harbour introduced mammals (Williams 1984). The only disturbance to these populations has been the former use of the islands for occasional target practice by the navy (Williams 1984). In Round Island share breeding grounds with P. neglecta and P. heraldica, with hybridization occurring (Brown et al. 2010, 2011), which could lead to blurring of specific identity. ",,,3,Birdlife 2017,non-breeding threats unknown,,,3,BirdLife 2017,unknown trend,,,,,,,,,,,,,,,,,,16,12,16,Yellow Watch List,,,,Temperate Northern Atlantic,Temperate Northern Atlantic,Islands:  Oceanic,,Oceans:  Pelagic,
680,Murphy's Petrel,Pterodroma ultima,waterbird,Procellariiformes,Procellariidae,Monotypic.,1,1,0,0,M,,1,4,Birdlife 2017,"In the Pitcairns, an estimated 2,500 (  500) bred on Henderson, 12,500 (  2,500) on Oeno, and 250,000 (  29,000) on Ducie (Brooke 1995).  Smaller numbers elsewhere.","270,000","270,000",,,,,,4,,BirdLife 2017; Panjabi-17,"breeds in the Pitcairn Islands (to UK), the Tuamotu Archipelago, the Austral Islands (Garnett 1984) and the Gambier Islands (French Polynesia) (Thibault and Bretagnolle 1999),  Easter Island and Salas y Gomez, Chile (Flores et al. 2014) and perhaps in the Cook Islands and the Juan Fernandez Islands (Flood et al 2016). ",1,,Birdlife 2017,,4,Birdlife 2017,"Pacific rat Rattus exulans is present on some islands, and causes low breeding success ( less than 5%; Brooke 1995, 2010) on Henderson in particular. The Henderson population could be sustained through immigration from other colonies but there is no evidence that this occurs (Brooke 2010). The species is potentially threatened by climate change because it has a geographically bounded distribution: it is restricted to an island or islands with a maximum altitude of 33 m (BirdLife International unpublished data).",,,3,Birdlife 2017,non-breeding threats unknown,,,4,BirdLife 2017,"There are no data, however the species is presumably declining slowly due to predation of eggs and young by rats.  Although rats have been eradicated at the largest breeding population, the population continues to slowly decline within its moderately small range.",,,,,,,,,,,,,,,,,,16,12,16,Yellow Watch List,,,,Eastern Indo-Pacific,Tropical Eastern Pacific,Islands:  Oceanic,,Oceans:  Pelagic,
681,Mottled Petrel,Pterodroma inexpectata,waterbird,Procellariiformes,Procellariidae,Monotypic.,1,1,0,0,M,,1,3,Birdlife 2017,"There are c.10,000+ pairs on each of Big South Cape and Main Islands (Heather and Robertson 1997), and the Codfish population was estimated at 300,000-400,000 pairs in 1996 (Taylor 2000).","780,000","780,000",,,,,,5,,BirdLife 2017; Panjabi-17,"terodroma inexpectata is endemic to New Zealand. It breeds on islands off Fiordland, the Solander Islands, Foveaux Strait islands, islands around Stewart Island (including Titi islands, Codfish, Big South Cape Islands, and islets in Port Pegasus) and the Snares Islands (Marchant and Higgins 1990, Heather and Robertson 1997).",1,,BirdLife 2017; Panjabi-17,,4,Birdlife 2017,"Weka Gallirallus australis have been introduced to several colonies, and have caused significant losses on Codfish Island (Taylor 2000). Black rat Rattus rattus is present on Big South Cape Island, and may have a severe impact on breeding success. Some populations are on islands that are regularly harvested for Sooty Shearwater Puffinus griseus chicks, and the impact of trampling of burrows and incidental take is not known (Heather and Robertson 1997, Taylor 2000).",,,3,Birdlife 2017,non-breeding threats unknown,,,4,BirdLife 2017,"There are no data, the species is thought to be declining due to the depredations of introduced predators on the breeding grounds.",,,,,,,,,,,,,,,,,,16,11,16,Yellow Watch List,NT,,,Temperate Australasia,Eastern Indo-Pacific,Islands:  Oceanic,,Oceans:  Pelagic,
682,Bermuda Petrel,Pterodroma cahow,waterbird,Procellariiformes,Procellariidae,Monotypic.,0,1,0,0,M,,,5,BirdLife 2015,,140,140,,,,,,5,,BirdLife 2017; Panjabi-17,,3,,BirdLife 2017; Panjabi-17,,5,Waterbird Working Group 2017,"heavily managed, but still vulnerable to extinction (Waterbird working group 2017)",,,3,Waterbird Working Group 2017,,,,3,Hunter-Rosenberg 2003,"Relatively stable today, but historical declines under PIF rules",,,,,,,,,,,,,,,,,,18,14,18,Red Watch List; Tipping Point,EN,,,Caribbean,Temperate Northern Atlantic,Islands:  Oceanic,,Oceans:  Pelagic,
683,Black-capped Petrel,Pterodroma hasitata,waterbird,Procellariiformes,Procellariidae,,0,1,0,1,M,,,5,Wheeler et al. 2021,"PIFSC-22: The previous estimate of 5000 (BirdLife 2015) was apparently a misinterpretation of an estimate that actually represented all ages as only representing breeders.  BirdLife updated their estimate in 2018, adding explicit estimates for both breeders and all ages, so we have adopted the updated estimate of 1000-2000 breeders.  However, this estimate may be too low; surveys document birds nearby at sea on Dominica, Cuba or Guadeloupe, and radar tracks of objects coming and going from the right types of places/elevations, but field excursions have yet to provide further confirmation of breeding on these islands.","1,500","1,500",,,,,,5,,Panjabi,"BirdLife range (7,420,000 sq km) seems too large, even for non-breeding.  Natureserve range is isolated point locations for breeding sites.  Non-breeding range is more restricted than Natureserve.",2,,Natureserve,,5,Hunter-Rosenberg 2003,,,,3,Hunter-Rosenberg 2003,,,,5,Kushlan et al. 2002,,,,,,,,,,,,,,,,,,,20,15,20,Red Watch List; Tipping Point,EN,,,Caribbean,Temperate Northern Atlantic,Islands:  Oceanic,,Oceans:  Pelagic,
684,Juan Fernandez Petrel,Pterodroma externa,waterbird,Procellariiformes,Procellariidae,Monotypic.,0,0,1,0,M,,1,3,BirdLife 2017,,"2,000,000","2,000,000",,,,,,5,,Hunter-Rosenberg 2003; NatureServe,,1,,BirdLife,,4,Panjabi 2008,,,,3,Panjabi 2008,,,,4,Panjabi,"BirdLife cites ""could be declining, although there is no firm evidence of this"" PT=4 indicates possible decline",,,,,,,,,,,,,,,,,,16,11,16,Yellow Watch List,VU,,,Temperate South America,Tropical Eastern Pacific,Islands:  Oceanic,,Oceans:  Pelagic,
